text
zhou xiaochuan vice chairman of the boao forum for asia xinhua this year s boao forum for asia bfa annual conference will be held on march 26 29 in the town by the same name in hainan province founded in 2001 the bfa is a nongovernmental nonprofit international organization committed to promoting regional economic integration ahead of the conference zhou xiaochuan vice chairman of the bfa shared his views on the world economic situation and the bfa s role in promoting common development with beijing review reporter wang hairong zhou is also the chief representative of china to the forum and former governor of the people s bank of china beijing review the bfa has become an important platform for promoting globalization and the development of asia and emerging economies can you explain its role zhou xiaochuan the bfa is a high level dialogue platform with unique advantages over the years it has been committed to promoting economic integration in asia as well as globalization which are the focus of its annual meetings taking into consideration the challenges facing the world economy and regional cooperation we set the theme of this year s annual meeting as shared future concerted action common development as an open and inclusive platform for discussion on promoting regional and world economic growth the forum will build consensus on globalization free trade multilateralism and global governance and offer fresh ideas on innovation and structural reform this year s bfa will feature dozens of sub forums which will shed light on the trend of asian and global economies from different perspectives in addition the bfa will release relevant research reports and host thematic activities in collaboration with its partners this year s annual meeting is the first after a new board of directors took office last spring what will be new at the forum in addition to continuing in depth discussions on key areas it has focused on over the years such as economy finance and trade this year s forum will also cover topics such as innovation health culture education and media these issues matter to economic growth and global development some of these topics are interdisciplinary for example bfa chairman ban ki moon proposed a sub forum titled a sustainable future for rural asia and cities which will look at rural vitalization and smart city construction from a future perspective the sub forum will cover areas like urban planning and governance the application of new technologies in the digital age the development of creative industries and the preservation of cities cultural characteristics in addition to the annual meeting the bfa is also actively cooperating with some well known institutions to organize a series of special events for example it initiated a global health forum in 2018 which will debut in qingdao east china s shandong province this june with preparations presently underway the bfa has maintained good cooperation with the media and will soon launch some online and offline projects to promote media exchanges and training in asia in the fields of education science and technology and culture the bfa has introduced and will continue to introduce specific programs to promote dialogue and cooperation in related fields the themes and topics of the bfa annual conference are usually formulated in light of the world and asian economic situation how would you evaluate the current situation since the outbreak of the global financial crisis a decade ago countries have worked together to help the global economy out of the crisis global economic growth returned to pre crisis levels in 2017 a synchronized global economic recovery greeted the start of 2018 but it suffered a series of shocks later in the year global trade frictions escalated the u s federal reserve raised interest rates four times currencies in many emerging economies depreciated sharply oil prices plunged and global stock markets tumbled a very important reason giving rise to these phenomena is that in the decade after the outbreak of the global financial crisis many countries neither carried out enough structural reforms nor properly solved the problems of weak endogenous economic power and social polarization as a result economic globalization became the scapegoat while global populism unilateralism and trade protectionism are on the rise posing challenges to existing international economic trade and financial systems the international monetary fund imf toned down the expected global economic growth rate for 2019 and 2020 to 3 5 and 3 6 percent thus the international community needs to make great efforts to remedy and improve the situation nevertheless despite these changes in the past year the asian economy showed strong resilience and realized overall good performance asia was still the fastest growing region in the world economy contributing more than 60 percent to world economic growth the imf estimated that asia grew at 5 6 percent in 2018 and would grow at 5 4 percent in 2019 despite downturn pressure from external risks high savings and investment rates balanced current accounts sustained investment in human capital and technological innovation and the regional comprehensive economic partnership rcep under negotiation will become important forces driving sustainable development in asia in the future what has caused increased instability and uncertainty in world economic development structural problems in various countries coupled with the escalation of global trade frictions tightening financial conditions and increasing fluctuations in exchange rates and asset prices in 2018 have led to a deterioration of the external development environment for countries and increased instability and uncertainty in world economic development the escalation of trade frictions has become a major disturbance for the sustainable growth of the global economy since 2018 the u s has imposed tariffs on a variety of imports triggering countermeasures by trading partners and resulting in a tense global trade situation in the third quarter of 2018 the growth rate of new export orders slowed down significantly with the global trade outlook indicator dropping to 100 3 approaching a tipping point between boom and bust increased trade tensions can directly deflate business and market confidence as well as weaken investment and trade increased trade barriers can also increase commodity transaction costs reduce the efficiency of global resource allocation disrupt global supply chains and hinder the dissemination of new technologies thereby reducing productivity in the long run trade tensions could cloud the medium term growth prospects of the global economy the tightening of global financial conditions is a significant external factor affecting the steady growth of emerging market economies after the global financial crisis major countries implemented a long term quantitative easing monetary policy and as a result low cost capital flowed into emerging market economies on a large scale in 2018 as the u s federal reserve hiked interest rates more frequently as the u s dollar strengthened and as the european central bank sent signals to stop quantitative easing global financial conditions gradually tightened exposing emerging market economies to increased financing difficulties and financial market shocks in addition trade frictions and geopolitical risks have created fluctuations in commodity prices exchange rates of emerging market economies such as argentina turkey and south africa fluctuated dramatically greatly affecting the stable development of the domestic economy financial markets in some asian economies with better domestic economic fundamentals have also been affected by spillover effects in addition disruptive technological innovation while promoting leapfrog economic development has also created many difficulties for policymakers artificial intelligence block chains big data cloud computing and other disruptive technologies have spawned a variety of businesses rapidly changed people s way of life and work reconfigured the value system and inspired new products and services however disruptive technological innovation can also be used to evade traditional regulation for example the vigorous development of financial science and technology has brought about such thorny and wide ranging problems as the distortion of market supply and demand caused by high frequency transactions the use of virtual money for illegal transactions the leakage of consumer financial data and cyberattacks on important financial infrastructure which may cause significant risks given unstable and uncertain economic growth prospects how should globalization be promoted and international economic rules improved the international community should adhere to multilateralism work together to promote globalization improve global trade rules and return the world economy to the track of strong sustainable balanced and inclusive growth currently it is urgent to reform the world trade organization wto and safeguard the multilateral trading system wto reform cannot be accomplished by one country or one party alone multilateral discussions and consensus are needed to promote it wto members need to deepen mutual understanding and cooperation jointly safeguard free trade actively explore ways to improve trade negotiation frameworks and establish a new global trade order as soon as possible at the same time the international community should continue to reform the international monetary system and build a global financial safety net as the core institution of this safety net the imf needs to ensure sufficient liquidity while also improving the flexibility and pertinence of loan conditions asia europe latin america and brics countries brazil russia india china and south africa are also constantly improving arrangements for providing financial assistance at the regional level since 2008 more than 70 swap agreements have been signed between more than 50 central banks around the world stabilizing market confidence in addition more equitable globalization should be promoted by strengthening infrastructure interconnection according to world bank estimates about 60 percent of the world s economic output comes from coastal areas lying within 100 km from the coastline some countries especially landlocked countries are marginalized in the process of economic globalization which in turn hinders economic globalization meanwhile some experts estimate that the mode of economic globalization characterized by tariff concessions can promote world economic growth by up to 5 percent while the new type of economic globalization driven by interconnectivity can promote world economic growth by 10 15 percent it is for this reason that president xi jinping proposed the belt and road initiative to promote a new type of globalization the initiative has been recognized and supported by more than 100 governments and international organizations and has the broad participation of the private sector across the world what role does asia play in promoting globalization and improving international economic rules faced with the rise of anti globalization sentiment and trade protectionism asian leaders have jointly voiced their firm support for economic globalization and trade and investment facilitation through various platforms and have actively promoted regional integration in may 2018 the leaders of china japan and the republic of korea met and reiterated that they should jointly safeguard free trade and promote regional economic integration the qingdao declaration of the shanghai cooperation organization summit in june pointed out that economic globalization and regional integration are the general current trend so all parties should safeguard the authority and effectiveness of wto rules consolidate an open inclusive transparent non discriminatory and rule based multilateral trading system and oppose any form of trade protectionism in mid november the east asian leaders meetings proposed trade facilitation in east asia should be further strengthened e commerce and the digital economy should be promoted and rcep negotiations covering nearly half of the world s population and nearly one third of its trade volume should be completed as soon as possible as supporters of the multilateral free trade system many share common views on improving trade liberalization and investment facilitation resisting protectionism and unilateralism and addressing climate change at a time when global economic growth is facing bottlenecks and trade rules are being challenged asian countries hope to work with countries in other parts of the world to set up a bridge for restructuring the international trade and economic order formulate and maintain new rules and contribute to the sustainable growth of the world economy currently there are many high level exchange platforms such as the world economic forum and the asia pacific economic cooperation economic leaders meeting moreover china has initiated events including the belt and road forum for international cooperation and the world internet conference what are the unique features of the bfa compared to other platforms how can its competitiveness and attractiveness be maintained some of these platforms are intergovernmental international conferences and some are nongovernmental forums every one of them has its own characteristics and plays a very good role the annual meeting of the bfa covers various aspects of asia emerging markets and the world economy its participants include state leaders government ministers executives of the world s top 500 enterprises and other business leaders as well as opinion leaders it is a top notch feast of ideas in terms of the popularity depth and breadth of its topics for its participants the bfa is willing to strengthen exchanges with other platforms for example it has exchanged observers with the world economic forum and is willing to carry out more win win cooperation with other forums copyedited by rebeca toledo
zhou xiaochuan vice chairman of the boao forum for asia xinhua this year s boao forum for asia bfa annual conference will be held on march 26 29 in the town by the same name in hainan province founded in 2001 the bfa is a nongovernmental nonprofit international organization committed to promoting regional economic integration ahead of the conference zhou xiaochuan vice chairman of the bfa shared his views on the world economic situation and the bfa s role in promoting common development with beijing review reporter wang hairong zhou is also the chief representative of china to the forum and former governor of the people s bank of china beijing review the bfa has become an important platform for promoting globalization and the development of asia and emerging economies can you explain its role zhou xiaochuan the bfa is a high level dialogue platform with unique advantages over the years it has been committed to promoting economic integration in asia as well as globalization which are the focus of its annual meetings taking into consideration the challenges facing the world economy and regional cooperation we set the theme of this year s annual meeting as shared future concerted action common development as an open and inclusive platform for discussion on promoting regional and world economic growth the forum will build consensus on globalization free trade multilateralism and global governance and offer fresh ideas on innovation and structural reform this year s bfa will feature dozens of sub forums which will shed light on the trend of asian and global economies from different perspectives in addition the bfa will release relevant research reports and host thematic activities in collaboration with its partners this year s annual meeting is the first after a new board of directors took office last spring what will be new at the forum in addition to continuing in depth discussions on key areas it has focused on over the years such as economy finance and trade this year s forum will also cover topics such as innovation health culture education and media these issues matter to economic growth and global development some of these topics are interdisciplinary for example bfa chairman ban ki moon proposed a sub forum titled a sustainable future for rural asia and cities which will look at rural vitalization and smart city construction from a future perspective the sub forum will cover areas like urban planning and governance the application of new technologies in the digital age the development of creative industries and the preservation of cities cultural characteristics in addition to the annual meeting the bfa is also actively cooperating with some well known institutions to organize a series of special events for example it initiated a global health forum in 2018 which will debut in qingdao east china s shandong province this june with preparations presently underway the bfa has maintained good cooperation with the media and will soon launch some online and offline projects to promote media exchanges and training in asia in the fields of education science and technology and culture the bfa has introduced and will continue to introduce specific programs to promote dialogue and cooperation in related fields the themes and topics of the bfa annual conference are usually formulated in light of the world and asian economic situation how would you evaluate the current situation since the outbreak of the global financial crisis a decade ago countries have worked together to help the global economy out of the crisis global economic growth returned to pre crisis levels in 2017 a synchronized global economic recovery greeted the start of 2018 but it suffered a series of shocks later in the year global trade frictions escalated the u s federal reserve raised interest rates four times currencies in many emerging economies depreciated sharply oil prices plunged and global stock markets tumbled a very important reason giving rise to these phenomena is that in the decade after the outbreak of the global financial crisis many countries neither carried out enough structural reforms nor properly solved the problems of weak endogenous economic power and social polarization as a result economic globalization became the scapegoat while global populism unilateralism and trade protectionism are on the rise posing challenges to existing international economic trade and financial systems the international monetary fund imf toned down the expected global economic growth rate for 2019 and 2020 to 3 5 and 3 6 percent thus the international community needs to make great efforts to remedy and improve the situation nevertheless despite these changes in the past year the asian economy showed strong resilience and realized overall good performance asia was still the fastest growing region in the world economy contributing more than 60 percent to world economic growth the imf estimated that asia grew at 5 6 percent in 2018 and would grow at 5 4 percent in 2019 despite downturn pressure from external risks high savings and investment rates balanced current accounts sustained investment in human capital and technological innovation and the regional comprehensive economic partnership rcep under negotiation will become important forces driving sustainable development in asia in the future what has caused increased instability and uncertainty in world economic development structural problems in various countries coupled with the escalation of global trade frictions tightening financial conditions and increasing fluctuations in exchange rates and asset prices in 2018 have led to a deterioration of the external development environment for countries and increased instability and uncertainty in world economic development the escalation of trade frictions has become a major disturbance for the sustainable growth of the global economy since 2018 the u s has imposed tariffs on a variety of imports triggering countermeasures by trading partners and resulting in a tense global trade situation in the third quarter of 2018 the growth rate of new export orders slowed down significantly with the global trade outlook indicator dropping to 100 3 approaching a tipping point between boom and bust increased trade tensions can directly deflate business and market confidence as well as weaken investment and trade increased trade barriers can also increase commodity transaction costs reduce the efficiency of global resource allocation disrupt global supply chains and hinder the dissemination of new technologies thereby reducing productivity in the long run trade tensions could cloud the medium term growth prospects of the global economy the tightening of global financial conditions is a significant external factor affecting the steady growth of emerging market economies after the global financial crisis major countries implemented a long term quantitative easing monetary policy and as a result low cost capital flowed into emerging market economies on a large scale in 2018 as the u s federal reserve hiked interest rates more frequently as the u s dollar strengthened and as the european central bank sent signals to stop quantitative easing global financial conditions gradually tightened exposing emerging market economies to increased financing difficulties and financial market shocks in addition trade frictions and geopolitical risks have created fluctuations in commodity prices exchange rates of emerging market economies such as argentina turkey and south africa fluctuated dramatically greatly affecting the stable development of the domestic economy financial markets in some asian economies with better domestic economic fundamentals have also been affected by spillover effects in addition disruptive technological innovation while promoting leapfrog economic development has also created many difficulties for policymakers artificial intelligence block chains big data cloud computing and other disruptive technologies have spawned a variety of businesses rapidly changed people s way of life and work reconfigured the value system and inspired new products and services however disruptive technological innovation can also be used to evade traditional regulation for example the vigorous development of financial science and technology has brought about such thorny and wide ranging problems as the distortion of market supply and demand caused by high frequency transactions the use of virtual money for illegal transactions the leakage of consumer financial data and cyberattacks on important financial infrastructure which may cause significant risks given unstable and uncertain economic growth prospects how should globalization be promoted and international economic rules improved the international community should adhere to multilateralism work together to promote globalization improve global trade rules and return the world economy to the track of strong sustainable balanced and inclusive growth currently it is urgent to reform the world trade organization wto and safeguard the multilateral trading system wto reform cannot be accomplished by one country or one party alone multilateral discussions and consensus are needed to promote it wto members need to deepen mutual understanding and cooperation jointly safeguard free trade actively explore ways to improve trade negotiation frameworks and establish a new global trade order as soon as possible at the same time the international community should continue to reform the international monetary system and build a global financial safety net as the core institution of this safety net the imf needs to ensure sufficient liquidity while also improving the flexibility and pertinence of loan conditions asia europe latin america and brics countries brazil russia india china and south africa are also constantly improving arrangements for providing financial assistance at the regional level since 2008 more than 70 swap agreements have been signed between more than 50 central banks around the world stabilizing market confidence in addition more equitable globalization should be promoted by strengthening infrastructure interconnection according to world bank estimates about 60 percent of the world s economic output comes from coastal areas lying within 100 km from the coastline some countries especially landlocked countries are marginalized in the process of economic globalization which in turn hinders economic globalization meanwhile some experts estimate that the mode of economic globalization characterized by tariff concessions can promote world economic growth by up to 5 percent while the new type of economic globalization driven by interconnectivity can promote world economic growth by 10 15 percent it is for this reason that president xi jinping proposed the belt and road initiative to promote a new type of globalization the initiative has been recognized and supported by more than 100 governments and international organizations and has the broad participation of the private sector across the world what role does asia play in promoting globalization and improving international economic rules faced with the rise of anti globalization sentiment and trade protectionism asian leaders have jointly voiced their firm support for economic globalization and trade and investment facilitation through various platforms and have actively promoted regional integration in may 2018 the leaders of china japan and the republic of korea met and reiterated that they should jointly safeguard free trade and promote regional economic integration the qingdao declaration of the shanghai cooperation organization summit in june pointed out that economic globalization and regional integration are the general current trend so all parties should safeguard the authority and effectiveness of wto rules consolidate an open inclusive transparent non discriminatory and rule based multilateral trading system and oppose any form of trade protectionism in mid november the east asian leaders meetings proposed trade facilitation in east asia should be further strengthened e commerce and the digital economy should be promoted and rcep negotiations covering nearly half of the world s population and nearly one third of its trade volume should be completed as soon as possible as supporters of the multilateral free trade system many share common views on improving trade liberalization and investment facilitation resisting protectionism and unilateralism and addressing climate change at a time when global economic growth is facing bottlenecks and trade rules are being challenged asian countries hope to work with countries in other parts of the world to set up a bridge for restructuring the international trade and economic order formulate and maintain new rules and contribute to the sustainable growth of the world economy currently there are many high level exchange platforms such as the world economic forum and the asia pacific economic cooperation economic leaders meeting moreover china has initiated events including the belt and road forum for international cooperation and the world internet conference what are the unique features of the bfa compared to other platforms how can its competitiveness and attractiveness be maintained some of these platforms are intergovernmental international conferences and some are nongovernmental forums every one of them has its own characteristics and plays a very good role the annual meeting of the bfa covers various aspects of asia emerging markets and the world economy its participants include state leaders government ministers executives of the world s top 500 enterprises and other business leaders as well as opinion leaders it is a top notch feast of ideas in terms of the popularity depth and breadth of its topics for its participants the bfa is willing to strengthen exchanges with other platforms for example it has exchanged observers with the world economic forum and is willing to carry out more win win cooperation with other forums copyedited by rebeca toledo
zhou xiaochuan vice chairman of the boao forum for asia xinhua this year s boao forum for asia bfa annual conference will be held on march 26 29 in the town by the same name in hainan province founded in 2001 the bfa is a nongovernmental nonprofit international organization committed to promoting regional economic integration ahead of the conference zhou xiaochuan vice chairman of the bfa shared his views on the world economic situation and the bfa s role in promoting common development with beijing review reporter wang hairong zhou is also the chief representative of china to the forum and former governor of the people s bank of china beijing review the bfa has become an important platform for promoting globalization and the development of asia and emerging economies can you explain its role zhou xiaochuan the bfa is a high level dialogue platform with unique advantages over the years it has been committed to promoting economic integration in asia as well as globalization which are the focus of its annual meetings taking into consideration the challenges facing the world economy and regional cooperation we set the theme of this year s annual meeting as shared future concerted action common development as an open and inclusive platform for discussion on promoting regional and world economic growth the forum will build consensus on globalization free trade multilateralism and global governance and offer fresh ideas on innovation and structural reform this year s bfa will feature dozens of sub forums which will shed light on the trend of asian and global economies from different perspectives in addition the bfa will release relevant research reports and host thematic activities in collaboration with its partners this year s annual meeting is the first after a new board of directors took office last spring what will be new at the forum in addition to continuing in depth discussions on key areas it has focused on over the years such as economy finance and trade this year s forum will also cover topics such as innovation health culture education and media these issues matter to economic growth and global development some of these topics are interdisciplinary for example bfa chairman ban ki moon proposed a sub forum titled a sustainable future for rural asia and cities which will look at rural vitalization and smart city construction from a future perspective the sub forum will cover areas like urban planning and governance the application of new technologies in the digital age the development of creative industries and the preservation of cities cultural characteristics in addition to the annual meeting the bfa is also actively cooperating with some well known institutions to organize a series of special events for example it initiated a global health forum in 2018 which will debut in qingdao east china s shandong province this june with preparations presently underway the bfa has maintained good cooperation with the media and will soon launch some online and offline projects to promote media exchanges and training in asia in the fields of education science and technology and culture the bfa has introduced and will continue to introduce specific programs to promote dialogue and cooperation in related fields the themes and topics of the bfa annual conference are usually formulated in light of the world and asian economic situation how would you evaluate the current situation since the outbreak of the global financial crisis a decade ago countries have worked together to help the global economy out of the crisis global economic growth returned to pre crisis levels in 2017 a synchronized global economic recovery greeted the start of 2018 but it suffered a series of shocks later in the year global trade frictions escalated the u s federal reserve raised interest rates four times currencies in many emerging economies depreciated sharply oil prices plunged and global stock markets tumbled a very important reason giving rise to these phenomena is that in the decade after the outbreak of the global financial crisis many countries neither carried out enough structural reforms nor properly solved the problems of weak endogenous economic power and social polarization as a result economic globalization became the scapegoat while global populism unilateralism and trade protectionism are on the rise posing challenges to existing international economic trade and financial systems the international monetary fund imf toned down the expected global economic growth rate for 2019 and 2020 to 3 5 and 3 6 percent thus the international community needs to make great efforts to remedy and improve the situation nevertheless despite these changes in the past year the asian economy showed strong resilience and realized overall good performance asia was still the fastest growing region in the world economy contributing more than 60 percent to world economic growth the imf estimated that asia grew at 5 6 percent in 2018 and would grow at 5 4 percent in 2019 despite downturn pressure from external risks high savings and investment rates balanced current accounts sustained investment in human capital and technological innovation and the regional comprehensive economic partnership rcep under negotiation will become important forces driving sustainable development in asia in the future what has caused increased instability and uncertainty in world economic development structural problems in various countries coupled with the escalation of global trade frictions tightening financial conditions and increasing fluctuations in exchange rates and asset prices in 2018 have led to a deterioration of the external development environment for countries and increased instability and uncertainty in world economic development the escalation of trade frictions has become a major disturbance for the sustainable growth of the global economy since 2018 the u s has imposed tariffs on a variety of imports triggering countermeasures by trading partners and resulting in a tense global trade situation in the third quarter of 2018 the growth rate of new export orders slowed down significantly with the global trade outlook indicator dropping to 100 3 approaching a tipping point between boom and bust increased trade tensions can directly deflate business and market confidence as well as weaken investment and trade increased trade barriers can also increase commodity transaction costs reduce the efficiency of global resource allocation disrupt global supply chains and hinder the dissemination of new technologies thereby reducing productivity in the long run trade tensions could cloud the medium term growth prospects of the global economy the tightening of global financial conditions is a significant external factor affecting the steady growth of emerging market economies after the global financial crisis major countries implemented a long term quantitative easing monetary policy and as a result low cost capital flowed into emerging market economies on a large scale in 2018 as the u s federal reserve hiked interest rates more frequently as the u s dollar strengthened and as the european central bank sent signals to stop quantitative easing global financial conditions gradually tightened exposing emerging market economies to increased financing difficulties and financial market shocks in addition trade frictions and geopolitical risks have created fluctuations in commodity prices exchange rates of emerging market economies such as argentina turkey and south africa fluctuated dramatically greatly affecting the stable development of the domestic economy financial markets in some asian economies with better domestic economic fundamentals have also been affected by spillover effects in addition disruptive technological innovation while promoting leapfrog economic development has also created many difficulties for policymakers artificial intelligence block chains big data cloud computing and other disruptive technologies have spawned a variety of businesses rapidly changed people s way of life and work reconfigured the value system and inspired new products and services however disruptive technological innovation can also be used to evade traditional regulation for example the vigorous development of financial science and technology has brought about such thorny and wide ranging problems as the distortion of market supply and demand caused by high frequency transactions the use of virtual money for illegal transactions the leakage of consumer financial data and cyberattacks on important financial infrastructure which may cause significant risks given unstable and uncertain economic growth prospects how should globalization be promoted and international economic rules improved the international community should adhere to multilateralism work together to promote globalization improve global trade rules and return the world economy to the track of strong sustainable balanced and inclusive growth currently it is urgent to reform the world trade organization wto and safeguard the multilateral trading system wto reform cannot be accomplished by one country or one party alone multilateral discussions and consensus are needed to promote it wto members need to deepen mutual understanding and cooperation jointly safeguard free trade actively explore ways to improve trade negotiation frameworks and establish a new global trade order as soon as possible at the same time the international community should continue to reform the international monetary system and build a global financial safety net as the core institution of this safety net the imf needs to ensure sufficient liquidity while also improving the flexibility and pertinence of loan conditions asia europe latin america and brics countries brazil russia india china and south africa are also constantly improving arrangements for providing financial assistance at the regional level since 2008 more than 70 swap agreements have been signed between more than 50 central banks around the world stabilizing market confidence in addition more equitable globalization should be promoted by strengthening infrastructure interconnection according to world bank estimates about 60 percent of the world s economic output comes from coastal areas lying within 100 km from the coastline some countries especially landlocked countries are marginalized in the process of economic globalization which in turn hinders economic globalization meanwhile some experts estimate that the mode of economic globalization characterized by tariff concessions can promote world economic growth by up to 5 percent while the new type of economic globalization driven by interconnectivity can promote world economic growth by 10 15 percent it is for this reason that president xi jinping proposed the belt and road initiative to promote a new type of globalization the initiative has been recognized and supported by more than 100 governments and international organizations and has the broad participation of the private sector across the world what role does asia play in promoting globalization and improving international economic rules faced with the rise of anti globalization sentiment and trade protectionism asian leaders have jointly voiced their firm support for economic globalization and trade and investment facilitation through various platforms and have actively promoted regional integration in may 2018 the leaders of china japan and the republic of korea met and reiterated that they should jointly safeguard free trade and promote regional economic integration the qingdao declaration of the shanghai cooperation organization summit in june pointed out that economic globalization and regional integration are the general current trend so all parties should safeguard the authority and effectiveness of wto rules consolidate an open inclusive transparent non discriminatory and rule based multilateral trading system and oppose any form of trade protectionism in mid november the east asian leaders meetings proposed trade facilitation in east asia should be further strengthened e commerce and the digital economy should be promoted and rcep negotiations covering nearly half of the world s population and nearly one third of its trade volume should be completed as soon as possible as supporters of the multilateral free trade system many share common views on improving trade liberalization and investment facilitation resisting protectionism and unilateralism and addressing climate change at a time when global economic growth is facing bottlenecks and trade rules are being challenged asian countries hope to work with countries in other parts of the world to set up a bridge for restructuring the international trade and economic order formulate and maintain new rules and contribute to the sustainable growth of the world economy currently there are many high level exchange platforms such as the world economic forum and the asia pacific economic cooperation economic leaders meeting moreover china has initiated events including the belt and road forum for international cooperation and the world internet conference what are the unique features of the bfa compared to other platforms how can its competitiveness and attractiveness be maintained some of these platforms are intergovernmental international conferences and some are nongovernmental forums every one of them has its own characteristics and plays a very good role the annual meeting of the bfa covers various aspects of asia emerging markets and the world economy its participants include state leaders government ministers executives of the world s top 500 enterprises and other business leaders as well as opinion leaders it is a top notch feast of ideas in terms of the popularity depth and breadth of its topics for its participants the bfa is willing to strengthen exchanges with other platforms for example it has exchanged observers with the world economic forum and is willing to carry out more win win cooperation with other forums copyedited by rebeca toledo
the mission of the international monetary fund completed its work in kyiv the national bank once again did not dare to lower its key rate while the government continued to raise social standards and take new loans ahead of the elections these are the key economic news of the outgoing week this week the mission of ukraine s key creditor the international monetary fund completed its work in kyiv the main topic of discussions with the ukrainian authorities was the resonant decision of the constitutional court of ukraine on the abolition of illegal enrichment article in the criminal code the norm had been introduced in 2015 as part of anti corruption measures in the course of the previous cooperation program with the fund the ccu ruling has already sparked sharp reaction from international partners and may become an obstacle for further cooperation with the imf but so far no statements from the fund have followed as the delegation simply gathered the necessary information and left experts believe that the lender will make an informed decision the issue concerns the implementation of the previous imf program restoration of responsibility for this violation is a complex legal and procedural issue which is difficult to figure out from afar all the way from washington explains olena belan chief economist at dragon capital she recalls that the mission s decisive visit on the next bailout tranche is expected in may and by this time ukraine needs to have fulfilled a number of conditions including to appoint judges of the high anti corruption court adopt the split law on optimization state regulation of markets of non banking financial services and review gas prices by the way the issue of raising by 15 gas prices for households from may 1 2019 as stipulated by the imf cooperation program and set out in the state budget may also be a subject of debate the relatively warm winter contributed to the fact that european prices for natural gas fell almost to the level of the current gas price for ukrainian households given this fact in the outgoing week prime minister volodymyr groysman announced negotiations between njsc naftogaz of ukraine the ministry of finance and the international monetary fund видео дня i will instruct naftogaz together with the ministry of finance to start a working discussion with the international monetary fund to resolve the issue and prevent any increases in gas relying on the proposal of naftogaz of ukraine the pm said obviously the upcoming review of the program by the imf will be a difficult one meanwhile the national bank is seeing no risks for continued cooperation with the fund even taking into account the ruling of the constitutional court we continue to work as usual and see no risks in this for the continued cooperation with the imf and receiving the next tranches which are scheduled for may and november said nbu governor yakiv smolii nbu assessing risks despite the slowdown in inflation and optimistic expectations the national bank did not dare to lower its key rate which could contribute to cheaper bank loans and accelerate economic growth at a traditional monetary briefing on thursday the nbu governor announced that the rate remained unchanged at 18 per annum for the fourth consecutive time previously the national bank made similar decisions in october and december 2018 as well as in january 2019 the nbu explained their indecisiveness by the relevance of previously identified risks that may impede a further decrease in inflation as well as a number of new risks associated with the next increase in social standards it s about monetization of subsidies that started in march of this year for which almost uah 5 7 billion will be allocated from the state budget this month in addition since march the government has introduced automatic indexation of pensions thanks to which payments will increase for almost 9 million of 10 2 million ukrainian pensioners the amount of the increase will average uah 515 according to nbu estimates raising social standards is unlikely to have a significant impact on consumer price hikes while being able to push inflation expectations we evaluated the impact of individual decisions regarding monetization of subsidies and the increase in pensions but for each of these elements we had estimates of up to 0 1 commented serhiy mykolaichuk head of the nbu monetary policy and economic analysis department but this may affect inflation expectations given the information campaign that accompanied these measures despite nbu fears the cabinet in its pre election fever has been pumping social spending at its traditional meeting on wednesday the government introduced additional payments for large families from april 1 they will receive an additional uah 1 700 for each child starting from the third until their kids reach the age of six as stated by the minister of social policy andriy reva the cabinet of ministers is this way implementing the initiative of president poroshenko to help children in large families by the end of the year uah 2 4 billion will have been allocated in the framework of this program new loans the unprecedented generosity of ukrainian authorities in relation to the electorate does not reduce the urgency of financing the budget deficit to this end in the outgoing week the ministry of finance increased by 350 million the amount of ten year eurobonds issued in october last year the interest rate as in october was at 9 75 while the settlement on the transaction is scheduled for march 21 finance minister oksana markarova explained that the transaction was due to the need for timely financing of budget expenditures considering that in 2019 we must spend uah 418 billion on servicing and paying off debts besides clearly monitoring tax and non tax revenues we must conduct monthly internal and external borrowings she said the finance ministry recalled that this year ukraine has already attracted a eur 529 million loan guaranteed by the world bank and also announced talks with official lenders on new concession loans in addition funds are being actively attracted in the domestic market in the first two months of this year the state budget received almost uah 35 billion us 886 million and eur 33 million from auctioning off domestic bonds it should be noted that the rates on domestic loans remain very high at 19 for securities in uah 6 5 in dollars and 4 5 in euros on the other hand investors are not yet ready to lend ukraine funds at more attractive rates given that the credit ratings remain low in the outgoing week fitch confirmed ukraine s sovereign rating at b which reflects the country s external liquidity which is still weak as well as political risks next week promises to be no less interesting the state statistics service will release data on the growth of the ukrainian economy over the past year and the dynamics of industrial output we might also see the outcome of an ongoing conflict between naftogaz ceo andriy kobolyev and prime minister volodymyr groysman the head of government promised to discuss the proposal of naftogaz supervisory board to extend kobolyev s contract for another year while reducing his salary by half in addition groysman proposed to oblige the head of naftogaz to ensure the growth of domestic gas output transmission of russian gas from 2020 and the company unbundling kobolyev s dismissal under groysman s scenario could be rather costly for the ukrainian treasury according to valeria hudiy a lawyer with ilyashev and partners the termination of the contract provides for a severance pay which taking into account the salary of naftogaz ceo may amount to about uah 171 million failure to pay this benefit as well as dismissal in violation of the established procedure without a proper motion of the supervisory board may be the subject of litigation olha hordienko
